step,tokens_seen,cumulative_flops,train_loss,eval_loss,eval_loss_all_pos
21500,352256000,6.648609e+15,5.977614,6.003533,5.964008
21600,353894400,6.679533e+15,5.986794,6.004390,5.962972
21700,355532800,6.710457e+15,5.977138,5.997099,5.953464
21800,357171200,6.741381e+15,5.993494,5.998198,5.953222
21900,358809600,6.772304e+15,5.971402,5.983828,5.940274
22000,360448000,6.803228e+15,5.952212,5.984121,5.944205
22100,362086400,6.834152e+15,5.971141,5.988227,5.948852
22200,363724800,6.865076e+15,5.970763,5.983582,5.946307
22300,365363200,6.895999e+15,5.936670,5.978375,5.938462
22400,367001600,6.926923e+15,5.935554,5.976238,5.935634
22500,368640000,6.957847e+15,5.953228,5.968290,5.929284
22600,370278400,6.988771e+15,5.962476,5.957741,5.918442
22700,371916800,7.019695e+15,5.929292,5.957503,5.920184
22800,373555200,7.050618e+15,5.952138,5.963388,5.926486
22900,375193600,7.081542e+15,5.947257,5.960051,5.924137
23000,376832000,7.112466e+15,5.920353,5.955066,5.919690
23100,378470400,7.143390e+15,5.916162,5.951666,5.918555
23200,380108800,7.174313e+15,5.939325,5.956663,5.915057
23300,381747200,7.205237e+15,5.907331,5.951619,5.913210
23400,383385600,7.236161e+15,5.921814,5.938091,5.902640
23500,385024000,7.267085e+15,5.940817,5.937671,5.897683
23600,386662400,7.298008e+15,5.931801,5.941719,5.904497
23700,388300800,7.328932e+15,5.918084,5.933158,5.897776
23800,389939200,7.359856e+15,5.903853,5.928131,5.895215
23900,391577600,7.390780e+15,5.889872,5.933871,5.891908
24000,393216000,7.421703e+15,5.904917,5.931382,5.892264
24100,394854400,7.452627e+15,5.915036,5.929008,5.889649
24200,396492800,7.483551e+15,5.920483,5.929250,5.887194
24300,398131200,7.514475e+15,5.903282,5.919264,5.878279
24400,399769600,7.545399e+15,5.913115,5.920089,5.878123
24500,401408000,7.576322e+15,5.901018,5.920097,5.876574
24600,403046400,7.607246e+15,5.893778,5.911708,5.871062
24700,404684800,7.638170e+15,5.892578,5.915317,5.875275
24800,406323200,7.669094e+15,5.898769,5.913979,5.874220
24900,407961600,7.700017e+15,5.890982,5.910351,5.866709
25000,409600000,7.730941e+15,5.918148,5.909277,5.870052
25100,411238400,7.761865e+15,5.880807,5.913215,5.878119
25200,412876800,7.792789e+15,5.873755,5.897681,5.854311
25300,414515200,7.823712e+15,5.877323,5.898029,5.859121
25400,416153600,7.854636e+15,5.856199,5.901577,5.857276
25500,417792000,7.885560e+15,5.846941,5.885949,5.842290
25600,419430400,7.916484e+15,5.866099,5.888110,5.843633
25700,421068800,7.947407e+15,5.903407,5.886307,5.843792
25800,422707200,7.978331e+15,5.859472,5.883195,5.838209
25900,424345600,8.009255e+15,5.853355,5.884001,5.845395
26000,425984000,8.040179e+15,5.866993,5.882296,5.838214
26100,427622400,8.071103e+15,5.840608,5.874309,5.837141
26200,429260800,8.102026e+15,5.838045,5.866685,5.831816
26300,430899200,8.132950e+15,5.839138,5.870952,5.829169
26400,432537600,8.163874e+15,5.846889,5.865268,5.826509
26500,434176000,8.194798e+15,5.849489,5.865561,5.818607
26600,435814400,8.225721e+15,5.810856,5.867284,5.818842
26700,437452800,8.256645e+15,5.849364,5.866798,5.820728
