step,tokens_seen,cumulative_flops,train_loss,eval_loss,eval_loss_all_pos
31000,507904000,9.586367e+15,6.672538,6.731988,6.696229
31100,509542400,9.617291e+15,6.693753,6.725357,6.692212
31200,511180800,9.648215e+15,6.702923,6.713929,6.686928
31300,512819200,9.679138e+15,6.685575,6.718827,6.690518
31400,514457600,9.710062e+15,6.673628,6.716988,6.687250
31500,516096000,9.740986e+15,6.692871,6.716808,6.684439
31600,517734400,9.771910e+15,6.684467,6.715059,6.680338
31700,519372800,9.802833e+15,6.691319,6.713272,6.680219
31800,521011200,9.833757e+15,6.693331,6.702847,6.673652
31900,522649600,9.864681e+15,6.675069,6.709984,6.679046
32000,524288000,9.895605e+15,6.678550,6.703406,6.673727
32100,525926400,9.926528e+15,6.683904,6.698031,6.670338
32200,527564800,9.957452e+15,6.680256,6.708074,6.678173
32300,529203200,9.988376e+15,6.677699,6.703125,6.670100
32400,530841600,1.001930e+16,6.684222,6.688907,6.658019
32500,532480000,1.005022e+16,6.672004,6.690031,6.662465
32600,534118400,1.008115e+16,6.662055,6.686688,6.656111
32700,535756800,1.011207e+16,6.682251,6.690456,6.656130
32800,537395200,1.014299e+16,6.661381,6.688343,6.656128
32900,539033600,1.017392e+16,6.669641,6.682830,6.652655
33000,540672000,1.020484e+16,6.653920,6.678131,6.648374
33100,542310400,1.023577e+16,6.649416,6.681502,6.649991
33200,543948800,1.026669e+16,6.654687,6.672852,6.643685
33300,545587200,1.029761e+16,6.623603,6.673161,6.639880
33400,547225600,1.032854e+16,6.647083,6.667235,6.640335
33500,548864000,1.035946e+16,6.644281,6.670966,6.640485
33600,550502400,1.039038e+16,6.627993,6.661480,6.633168
33700,552140800,1.042131e+16,6.669992,6.662372,6.638245
33800,553779200,1.045223e+16,6.647299,6.652500,6.628662
33900,555417600,1.048316e+16,6.637941,6.663617,6.629796
34000,557056000,1.051408e+16,6.628698,6.652835,6.627571
34100,558694400,1.054500e+16,6.650070,6.656638,6.625655
34200,560332800,1.057593e+16,6.636240,6.654412,6.624759
34300,561971200,1.060685e+16,6.616277,6.648085,6.619981
34400,563609600,1.063777e+16,6.619752,6.650196,6.623228
34500,565248000,1.066870e+16,6.607924,6.644163,6.613720
34600,566886400,1.069962e+16,6.645598,6.648058,6.614740
34700,568524800,1.073055e+16,6.627609,6.644805,6.611239
34800,570163200,1.076147e+16,6.616904,6.638900,6.606768
34900,571801600,1.079239e+16,6.615737,6.641606,6.607877
35000,573440000,1.082332e+16,6.626544,6.636589,6.607223
35100,575078400,1.085424e+16,6.621651,6.636995,6.603872
35200,576716800,1.088517e+16,6.616786,6.634437,6.601766
35300,578355200,1.091609e+16,6.610715,6.629556,6.594890
35400,579993600,1.094701e+16,6.607436,6.622704,6.590058
35500,581632000,1.097794e+16,6.598273,6.619806,6.589800
35600,583270400,1.100886e+16,6.591184,6.622367,6.587379
35700,584908800,1.103978e+16,6.616375,6.615499,6.584816
35800,586547200,1.107071e+16,6.576939,6.624084,6.593525
35900,588185600,1.110163e+16,6.572229,6.619907,6.586887
36000,589824000,1.113256e+16,6.590085,6.614103,6.582890
36100,591462400,1.116348e+16,6.593119,6.616581,6.585278
36200,593100800,1.119440e+16,6.587729,6.611846,6.579631
36300,594739200,1.122533e+16,6.591972,6.606238,6.572136
36400,596377600,1.125625e+16,6.589339,6.597832,6.566218
36500,598016000,1.128717e+16,6.560266,6.596141,6.563898
36600,599654400,1.131810e+16,6.573510,6.602109,6.565633
36700,601292800,1.134902e+16,6.586977,6.593396,6.561064
36800,602931200,1.137995e+16,6.571663,6.592927,6.563038
36900,604569600,1.141087e+16,6.565102,6.585718,6.558101
37000,606208000,1.144179e+16,6.581594,6.582716,6.556835
37100,607846400,1.147272e+16,6.596251,6.581458,6.554534
37200,609484800,1.150364e+16,6.553486,6.575063,6.546577
37300,611123200,1.153456e+16,6.549976,6.578312,6.550807
37400,612761600,1.156549e+16,6.558886,6.584759,6.554290
37500,614400000,1.159641e+16,6.538530,6.571735,6.544084
37600,616038400,1.162734e+16,6.555832,6.568068,6.541606
37700,617676800,1.165826e+16,6.555462,6.572976,6.542514
37800,619315200,1.168918e+16,6.555351,6.571238,6.540026
37900,620953600,1.172011e+16,6.552430,6.565403,6.535267
38000,622592000,1.175103e+16,6.543394,6.565273,6.530322
38100,624230400,1.178195e+16,6.541037,6.562194,6.530489
38200,625868800,1.181288e+16,6.555662,6.563824,6.529923
38300,627507200,1.184380e+16,6.541400,6.554833,6.525694
38400,629145600,1.187473e+16,6.564000,6.564334,6.528450
38500,630784000,1.190565e+16,6.550178,6.551380,6.525309
38600,632422400,1.193657e+16,6.529822,6.548332,6.521946
38700,634060800,1.196750e+16,6.521420,6.544817,6.515024
38800,635699200,1.199842e+16,6.522582,6.543460,6.515133
38900,637337600,1.202934e+16,6.543128,6.537245,6.511939
39000,638976000,1.206027e+16,6.503269,6.536552,6.511439
39100,640614400,1.209119e+16,6.512708,6.537066,6.508278
39200,642252800,1.212212e+16,6.524513,6.533868,6.506709
39300,643891200,1.215304e+16,6.529997,6.531445,6.507919
39400,645529600,1.218396e+16,6.517135,6.528624,6.502876
39500,647168000,1.221489e+16,6.500739,6.536229,6.510276
39600,648806400,1.224581e+16,6.498791,6.531721,6.502994
39700,650444800,1.227673e+16,6.506960,6.527232,6.499988
39800,652083200,1.230766e+16,6.515122,6.523247,6.497910
39900,653721600,1.233858e+16,6.508357,6.517974,6.493159
40000,655360000,1.236951e+16,6.488199,6.519502,6.491510
40100,656998400,1.240043e+16,6.517748,6.522509,6.488886
40200,658636800,1.243135e+16,6.489186,6.518297,6.488302
40300,660275200,1.246228e+16,6.517064,6.518921,6.487287
40400,661913600,1.249320e+16,6.492257,6.520815,6.489961
40500,663552000,1.252412e+16,6.495766,6.518784,6.486082
40600,665190400,1.255505e+16,6.485428,6.516235,6.481968
40700,666828800,1.258597e+16,6.487838,6.510084,6.478620
40800,668467200,1.261690e+16,6.507885,6.511086,6.480765
40900,670105600,1.264782e+16,6.491791,6.514373,6.482957
41000,671744000,1.267874e+16,6.513425,6.501853,6.473051
41100,673382400,1.270967e+16,6.495677,6.507522,6.476078
41200,675020800,1.274059e+16,6.499622,6.502078,6.470987
41300,676659200,1.277151e+16,6.461450,6.496977,6.466994
41400,678297600,1.280244e+16,6.472740,6.499048,6.470505
41500,679936000,1.283336e+16,6.483140,6.490964,6.460720
41600,681574400,1.286429e+16,6.457084,6.491127,6.461538
41700,683212800,1.289521e+16,6.478827,6.488120,6.455348
41800,684851200,1.292613e+16,6.458268,6.486831,6.455379
41900,686489600,1.295706e+16,6.477027,6.488848,6.455151
42000,688128000,1.298798e+16,6.451561,6.487465,6.450590
42100,689766400,1.301890e+16,6.469452,6.489392,6.454650
42200,691404800,1.304983e+16,6.485229,6.477417,6.448622
42300,693043200,1.308075e+16,6.463339,6.476606,6.443832
42400,694681600,1.311168e+16,6.440839,6.473566,6.443391
42500,696320000,1.314260e+16,6.449263,6.471271,6.440092
42600,697958400,1.317352e+16,6.457617,6.475485,6.441958
42700,699596800,1.320445e+16,6.416750,6.468674,6.439873
42800,701235200,1.323537e+16,6.435709,6.467881,6.437469
42900,702873600,1.326629e+16,6.461051,6.467709,6.436216
43000,704512000,1.329722e+16,6.435197,6.464755,6.430852
43100,706150400,1.332814e+16,6.442106,6.462648,6.429429
43200,707788800,1.335907e+16,6.464670,6.456477,6.427580
43300,709427200,1.338999e+16,6.434429,6.458823,6.428730
43400,711065600,1.342091e+16,6.448280,6.451938,6.421787
43500,712704000,1.345184e+16,6.450336,6.452968,6.422014
43600,714342400,1.348276e+16,6.429257,6.461968,6.430539
43700,715980800,1.351369e+16,6.454525,6.451630,6.417313
43800,717619200,1.354461e+16,6.446338,6.451232,6.419459
43900,719257600,1.357553e+16,6.440759,6.440157,6.410774
44000,720896000,1.360646e+16,6.429831,6.441196,6.412512
44100,722534400,1.363738e+16,6.414353,6.444034,6.415899
44200,724172800,1.366830e+16,6.418921,6.437081,6.407917
44300,725811200,1.369923e+16,6.409840,6.432745,6.401739
44400,727449600,1.373015e+16,6.415474,6.431749,6.403403
44500,729088000,1.376108e+16,6.395028,6.431966,6.399230
44600,730726400,1.379200e+16,6.420010,6.428773,6.397845
44700,732364800,1.382292e+16,6.428693,6.431775,6.402152
44800,734003200,1.385385e+16,6.419320,6.426366,6.395658
44900,735641600,1.388477e+16,6.412322,6.421052,6.395398
45000,737280000,1.391569e+16,6.432958,6.418520,6.392526
45100,738918400,1.394662e+16,6.423226,6.410987,6.385629
45200,740556800,1.397754e+16,6.410888,6.409015,6.386914
45300,742195200,1.400847e+16,6.407276,6.413778,6.385032
45400,743833600,1.403939e+16,6.397028,6.417608,6.389190
45500,745472000,1.407031e+16,6.381842,6.405057,6.376716
45600,747110400,1.410124e+16,6.396754,6.406843,6.380087
45700,748748800,1.413216e+16,6.409626,6.404698,6.379012
45800,750387200,1.416308e+16,6.414185,6.403001,6.371403
45900,752025600,1.419401e+16,6.388515,6.405691,6.373408
46000,753664000,1.422493e+16,6.390461,6.399047,6.370871
46100,755302400,1.425586e+16,6.400105,6.406768,6.373171
